id,Address,Response_Address,Response_X,Response_Y
1,新北市新店區禾豐七路１３６巷２號,新北市新店區華城里8鄰禾豐七路136巷2號,121.505871,24.932520
2,新北市新店區禾豐七路１５０巷３號,新北市新店區華城里8鄰禾豐七路150巷3號,121.505701,24.931646
3,新北市板橋區樂群路１９０號,新北市板橋區福安里18鄰樂群路190號,121.445116,24.996836
4,新北市板橋區合宜一路６７號,新北市板橋區福安里21鄰合宜一路67號,121.444371,24.996350
5,新北市板橋區合宜路４１號,新北市板橋區福安里15鄰合宜路41號,121.446417,24.996457
6,新北市板橋區樂群路１５２號,新北市板橋區福安里17鄰樂群路150號;新北市板橋區福安里17鄰樂群路156號,121.445759;121.445840,24.997056;24.997029
7,新北市新店區禾豐七路１３６巷６號,新北市新店區華城里8鄰禾豐七路136巷6號,121.505896,24.932703
8,新北市板橋區樂群路１８６號,新北市板橋區福安里18鄰樂群路186號,121.445081,24.996763
9,新北市新店區禾豐七路１３０號,新北市新店區華城里8鄰禾豐七路130號,121.505616,24.932575
10,新北市板橋區樂群路１５６號,新北市板橋區福安里17鄰樂群路156號,121.445840,24.997029
11,新北市板橋區樂群路４６號,新北市板橋區福安里20鄰樂群路46號,121.444644,24.997461
12,新北市板橋區樂群路６６號,新北市板橋區福安里20鄰樂群路66號,121.444738,24.997178
13,新北市新店區禾豐七路１５０巷５號,新北市新店區華城里8鄰禾豐七路150巷5號,121.505821,24.931571
14,新北市板橋區樂群路１９２號,新北市板橋區福安里18鄰樂群路192號,121.445131,24.996874
15,新北市板橋區合宜一路６３號,新北市板橋區福安里21鄰合宜一路63號,121.444340,24.996278
16,新北市板橋區樂群路５０號,新北市板橋區福安里20鄰樂群路50號,121.444840,24.997399
17,新北市板橋區合宜一路２０５號,新北市板橋區福安里19鄰合宜一路205號,121.444951,24.996478
18,新北市板橋區樂群路１４８號,新北市板橋區福安里17鄰樂群路148號,121.445725,24.997070
19,新北市新店區禾豐七路１５０巷８號,新北市新店區華城里8鄰禾豐七路150巷8號,121.505491,24.931476
20,新北市板橋區樂群路１３８號,新北市板橋區福安里18鄰樂群路138號,121.445432,24.997174
21,新北市板橋區樂群路７０號,新北市板橋區福安里20鄰樂群路70號,121.444703,24.997104
22,新北市板橋區樂群路１４６號,新北市板橋區福安里17鄰樂群路146號,121.445685,24.997084
23,新北市新店區禾豐七路１３６巷２６弄１號,新北市新店區華城里8鄰禾豐七路136巷26弄1號,121.506688,24.933630
24,新北市板橋區樂群路１６６號,新北市板橋區福安里17鄰樂群路166號,121.445764,24.996613
25,新北市板橋區合宜一路１６７號,新北市板橋區福安里25鄰合宜一路167號,121.442702,24.996811
26,新北市板橋區樂群路２１０號,新北市板橋區福安里18鄰樂群路210號,121.445248,24.997136
27,新北市板橋區樂群路２０６號,新北市板橋區福安里18鄰樂群路206號,121.445215,24.997067
28,新北市新店區中興路２段１６７號７樓,新北市新店區張北里32鄰中興路二段167號,121.547754,24.973320
29,新北市新店區中興路２段１６９號２５樓,新北市新店區張北里32鄰中興路二段169號,121.547711,24.973310
30,新北市新店區中興路２段１６３號２２樓,新北市新店區張北里32鄰中興路二段163號,121.547872,24.973322
31,新北市板橋區合安一路５５號,新北市板橋區中山里25鄰合安一路55號,121.447515,24.999210
32,新北市板橋區樂群路１９６號,新北市板橋區福安里18鄰樂群路196號,121.445147,24.996911
33,新北市板橋區合宜一路１９號,新北市板橋區福安里24鄰合宜一路19號,121.443206,24.996556
34,新北市板橋區合宜一路１４７號,新北市板橋區福安里25鄰合宜一路147號,121.442786,24.997195
35,新北市板橋區合宜一路１４３號,新北市板橋區福安里25鄰合宜一路143號,121.442805,24.997284
36,新北市板橋區合宜一路１８１號,新北市板橋區福安里17鄰合宜一路181號,121.445211,24.995826
37,新北市板橋區樂群路２００號,新北市板橋區福安里18鄰樂群路200號,121.445182,24.996987
38,新北市板橋區合宜一路１１號,新北市板橋區福安里24鄰合宜一路11號,121.443032,24.996623
39,新北市板橋區合宜路８７號,新北市板橋區中山里27鄰合宜路87號,121.447537,24.997923
40,新北市板橋區合宜一路７號,新北市板橋區福安里25鄰合宜一路7號,121.442875,24.996666
41,新北市板橋區樂群路１４０號,新北市板橋區福安里18鄰樂群路140號,121.445465,24.997164
42,新北市板橋區合宜一路１號,新北市板橋區福安里25鄰合宜一路1號,121.442775,24.996696
43,新北市板橋區樂群路１７６號,新北市板橋區福安里17鄰樂群路176號,121.445443,24.996670
44,新北市板橋區合宜路２１號,新北市板橋區福安里16鄰合宜路21號,121.445986,24.995902
45,新北市板橋區合宜路１９號,新北市板橋區福安里16鄰合宜路19號,121.445964,24.995867
46,新北市板橋區合宜一路３３號,新北市板橋區福安里23鄰合宜一路33號,121.443530,24.996444
47,新北市板橋區合宜一路４５號,新北市板橋區福安里22鄰合宜一路45號,121.443791,24.996345
48,新北市板橋區合宜一路１７３號,新北市板橋區福安里19鄰合宜一路173號,121.444931,24.995956
49,新北市板橋區合宜一路５３號,新北市板橋區福安里21鄰合宜一路53號,121.444039,24.996265
50,新北市新店區中興路２段１７３號１３樓,新北市新店區張北里32鄰中興路二段173號,121.547585,24.973306
51,新北市淡水區新市一路１段１２８號４樓,新北市淡水區大庄里11鄰新市一路一段128號,121.431732,25.186544
52,新北市淡水區新市五路三段３４０號十四樓,新北市淡水區崁頂里7鄰新市五路三段340號,121.437490,25.197624
53,新北市淡水區新市五路三段１７８號十六樓,新北市淡水區崁頂里7鄰新市五路三段178號,121.436712,25.197682
54,新北市淡水區新市五路三段３１２號十四樓,新北市淡水區崁頂里7鄰新市五路三段312號,121.437444,25.197772
55,新北市淡水區新市一路１段１２２號９樓,新北市淡水區大庄里11鄰新市一路一段122號,121.431372,25.186487
56,新北市淡水區新市一路１段１１０號１１樓,新北市淡水區大庄里11鄰新市一路一段110號,121.431096,25.186527
57,新北市板橋區合宜一路２７號,新北市板橋區福安里23鄰合宜一路27號,121.443389,24.996492
58,新北市板橋區合宜一路２５號,新北市板橋區福安里23鄰合宜一路25號,121.443340,24.996507
59,新北市板橋區合宜一路９號,新北市板橋區福安里24鄰合宜一路9號,121.443209,24.996760
60,新北市新店區中興路２段１７７號１９樓,新北市新店區張北里32鄰中興路二段177號,121.547464,24.973285
61,新北市淡水區新市一路１段１３０號１１樓,新北市淡水區大庄里11鄰新市一路一段130號,121.431648,25.186565
62,新北市新店區中興路２段１６９號１３樓,新北市新店區張北里32鄰中興路二段169號,121.547711,24.973310
63,新北市板橋區合宜一路１７１號,新北市板橋區福安里19鄰合宜一路171號,121.444882,24.995974
64,新北市淡水區新市一路１段１４６號１１樓,新北市淡水區大庄里11鄰新市一路一段146號,121.431864,25.186429
65,新北市板橋區合宜一路１７號,新北市板橋區福安里24鄰合宜一路17號,121.443152,24.996576
66,新北市淡水區新市一路１段１２６號２３樓,新北市淡水區大庄里11鄰新市一路一段126號,121.431268,25.186506
67,新北市淡水區新市一路１段２５２號１５樓,新北市淡水區大庄里11鄰新市一路一段252號,121.431225,25.185994
68,新北市淡水區新市一路１段１２２號２樓,新北市淡水區大庄里11鄰新市一路一段122號,121.431372,25.186487
69,新北市新店區中興路２段１８１號１９樓,新北市新店區張北里32鄰中興路二段181號,121.547357,24.973258
70,新北市淡水區新市五路三段２９６號十樓,新北市淡水區崁頂里7鄰新市五路三段296號,121.437449,25.197154
71,新北市淡水區新市一路１段１８６號２樓,新北市淡水區大庄里11鄰新市一路一段186號,121.432607,25.186433
72,新北市三重區集美街７１之１號十八樓,新北市三重區福德里1鄰集美街71之1號,121.488534,25.053784
73,新北市三重區集美街７３之１號十八樓,新北市三重區福德里1鄰集美街73之1號,121.488534,25.053784
74,新北市淡水區新市一路１段１９６號１１樓,新北市淡水區大庄里11鄰新市一路一段196號,121.432588,25.185576
75,新北市三重區集美街７１之１號八樓,新北市三重區福德里1鄰集美街71之1號,121.488534,25.053784
76,新北市淡水區新市一路１段２４０號３樓,新北市淡水區大庄里11鄰新市一路一段240號,121.431197,25.185865
77,新北市三重區集美街７３之１號十九樓,新北市三重區福德里1鄰集美街73之1號,121.488534,25.053784
78,新北市三重區集美街７３之１號十樓,新北市三重區福德里1鄰集美街73之1號,121.488534,25.053784
79,新北市三重區集美街７３之１號十二樓,新北市三重區福德里1鄰集美街73之1號,121.488534,25.053784
80,新北市新店區中興路２段１８７號１２樓,新北市新店區張北里32鄰中興路二段187號,121.547192,24.973215
81,新北市新店區中興路２段１７５號１２樓,新北市新店區張北里32鄰中興路二段175號,121.547534,24.973299
82,新北市三重區集美街７１之１號十二樓,新北市三重區福德里1鄰集美街71之1號,121.488534,25.053784
83,新北市淡水區新市五路三段２９８號九樓,新北市淡水區崁頂里7鄰新市五路三段298號,121.437527,25.197143
84,新北市新店區中興路２段１８３號２０樓,新北市新店區張北里32鄰中興路二段183號,121.547290,24.973244
85,新北市三重區集美街７１之１號十六樓,新北市三重區福德里1鄰集美街71之1號,121.488534,25.053784
86,新北市三重區集美街７３之１號十六樓,新北市三重區福德里1鄰集美街73之1號,121.488534,25.053784
87,新北市三重區集美街７１之１號十五樓,新北市三重區福德里1鄰集美街71之1號,121.488534,25.053784
88,新北市三重區集美街７１之１號九樓,新北市三重區福德里1鄰集美街71之1號,121.488534,25.053784
89,新北市三重區集美街７１號十五樓,新北市三重區福德里1鄰集美街71號,121.488534,25.053784
90,新北市三重區集美街７３之１號十五樓,新北市三重區福德里1鄰集美街73之1號,121.488534,25.053784
91,新北市三重區集美街７１之１號十四樓,新北市三重區福德里1鄰集美街71之1號,121.488534,25.053784
92,新北市新莊區新泰路２之２０號十三樓之３,新北市新莊區泰豐里14鄰新泰路2之20號,121.449988,25.032091
93,新北市新莊區新泰路２之２０號十三樓之２,新北市新莊區泰豐里14鄰新泰路2之20號,121.449988,25.032091
94,新北市淡水區新市五路三段２０２號九樓,新北市淡水區崁頂里7鄰新市五路三段202號,121.436873,25.197413
95,新北市新店區中興路２段１７３號９樓,新北市新店區張北里32鄰中興路二段173號,121.547585,24.973306
96,新北市三重區集美街７１之１號七樓,新北市三重區福德里1鄰集美街71之1號,121.488534,25.053784
97,新北市三重區集美街７３之１號二十一樓,新北市三重區福德里1鄰集美街73之1號,121.488534,25.053784
98,新北市三重區集美街７１號四樓,新北市三重區福德里1鄰集美街71號,121.488534,25.053784
99,新北市三重區集美街７１之１號四樓,新北市三重區福德里1鄰集美街71之1號,121.488534,25.053784
100,新北市三重區集美街７３之１號二十二樓,新北市三重區福德里1鄰集美街73之1號,121.488534,25.053784
101,新北市三重區集美街７３之１號四樓,新北市三重區福德里1鄰集美街73之1號,121.488534,25.053784
102,新北市三重區集美街７１號二十五樓,新北市三重區福德里1鄰集美街71號,121.488534,25.053784
103,新北市淡水區中正路二段３６之２號四樓,新北市淡水區沙崙里2鄰中正路二段36之2號,121.419746,25.182265
104,新北市淡水區中正路二段４８之１號六樓,新北市淡水區沙崙里2鄰中正路二段48之1號,121.419543,25.183026
105,新北市淡水區中正路二段４０號二十三樓,新北市淡水區沙崙里2鄰中正路二段40號,121.419633,25.182542
106,新北市淡水區中正路二段３６號十樓,新北市淡水區沙崙里2鄰中正路二段36號,121.419796,25.182151
107,新北市淡水區新市五路三段２５８號八樓,新北市淡水區崁頂里7鄰新市五路三段258號,121.437503,25.197358
108,新北市淡水區中正路二段４０號十六樓,新北市淡水區沙崙里2鄰中正路二段40號,121.419633,25.182542
109,新北市淡水區中正路二段４２之１號十三樓,新北市淡水區沙崙里2鄰中正路二段42之1號,121.419588,25.182791
110,新北市淡水區中正路二段４０號九樓,新北市淡水區沙崙里2鄰中正路二段40號,121.419633,25.182542
111,新北市淡水區中正路二段４６之１號十三樓,新北市淡水區沙崙里2鄰中正路二段46之1號,121.419565,25.182912
112,新北市淡水區中正路二段４２號七樓,新北市淡水區沙崙里2鄰中正路二段42號,121.419597,25.182728
113,新北市淡水區中正路二段４８號十五樓,新北市淡水區沙崙里2鄰中正路二段48號,121.419551,25.182967
114,新北市淡水區中正路二段４０之２號十樓,新北市淡水區沙崙里2鄰中正路二段40之2號,121.419606,25.182670
115,新北市淡水區中正路二段４０之１號二十樓,新北市淡水區沙崙里2鄰中正路二段40之1號,121.419619,25.182611
116,新北市淡水區中正路二段４０號四樓,新北市淡水區沙崙里2鄰中正路二段40號,121.419633,25.182542
117,新北市淡水區中正路二段４０之１號十一樓,新北市淡水區沙崙里2鄰中正路二段40之1號,121.419619,25.182611
118,新北市淡水區中正路二段３６之１號四樓,新北市淡水區沙崙里2鄰中正路二段36之1號,121.419774,25.182205
119,新北市淡水區中正路二段４６之１號九樓,新北市淡水區沙崙里2鄰中正路二段46之1號,121.419565,25.182912
120,新北市淡水區中正路二段３６之１號十三樓,新北市淡水區沙崙里2鄰中正路二段36之1號,121.419774,25.182205
121,新北市淡水區中正路二段４６之１號六樓,新北市淡水區沙崙里2鄰中正路二段46之1號,121.419565,25.182912
122,新北市淡水區中正路二段４６之１號十七樓,新北市淡水區沙崙里2鄰中正路二段46之1號,121.419565,25.182912
123,新北市淡水區中正路二段４２之１號十四樓,新北市淡水區沙崙里2鄰中正路二段42之1號,121.419588,25.182791
124,新北市淡水區中正路二段３４號十四樓,新北市淡水區沙崙里2鄰中正路二段34號,121.419822,25.182098
125,新北市淡水區中正路二段４２之１號十樓,新北市淡水區沙崙里2鄰中正路二段42之1號,121.419588,25.182791
126,新北市林口區中正路３７０號七樓之二,新北市林口區西林里20鄰中正路370號,121.385848,25.077990
127,新北市淡水區中正路二段４０號二十樓,新北市淡水區沙崙里2鄰中正路二段40號,121.419633,25.182542
128,新北市淡水區中正路二段４２之１號十六樓,新北市淡水區沙崙里2鄰中正路二段42之1號,121.419588,25.182791
129,新北市淡水區中正路二段４０號五樓,新北市淡水區沙崙里2鄰中正路二段40號,121.419633,25.182542
130,新北市淡水區中正路二段３６之２號五樓,新北市淡水區沙崙里2鄰中正路二段36之2號,121.419746,25.182265
131,新北市淡水區中正路二段４６之１號八樓,新北市淡水區沙崙里2鄰中正路二段46之1號,121.419565,25.182912
132,新北市淡水區中正路二段４２號四樓,新北市淡水區沙崙里2鄰中正路二段42號,121.419597,25.182728
133,新北市淡水區中正路二段３４號十七樓,新北市淡水區沙崙里2鄰中正路二段34號,121.419822,25.182098
134,新北市淡水區中正路二段４８號二十四樓,新北市淡水區沙崙里2鄰中正路二段48號,121.419551,25.182967
135,新北市淡水區中正路二段３８之１號十一樓,新北市淡水區沙崙里2鄰中正路二段38之1號,121.419657,25.182473
136,新北市淡水區中正路二段４２號十一樓,新北市淡水區沙崙里2鄰中正路二段42號,121.419597,25.182728
137,新北市淡水區中正路二段４０之１號十六樓,新北市淡水區沙崙里2鄰中正路二段40之1號,121.419619,25.182611
138,新北市淡水區中正路二段４０之１號十三樓,新北市淡水區沙崙里2鄰中正路二段40之1號,121.419619,25.182611
139,新北市淡水區中正路二段４６號十樓,新北市淡水區沙崙里2鄰中正路二段46號,121.419577,25.182848
140,新北市淡水區中正路二段４８之１號九樓,新北市淡水區沙崙里2鄰中正路二段48之1號,121.419543,25.183026
141,新北市淡水區中正路二段４２之１號二十一樓,新北市淡水區沙崙里2鄰中正路二段42之1號,121.419588,25.182791
142,新北市淡水區中正路二段４２之１號九樓,新北市淡水區沙崙里2鄰中正路二段42之1號,121.419588,25.182791
143,新北市三重區集美街７３之１號十七樓,新北市三重區福德里1鄰集美街73之1號,121.488534,25.053784
144,新北市淡水區中正路二段４０之２號十四樓,新北市淡水區沙崙里2鄰中正路二段40之2號,121.419606,25.182670
145,新北市三重區集美街７３號十七樓,新北市三重區福德里1鄰集美街73號,121.488534,25.053784
146,新北市淡水區中正路二段４２號十四樓,新北市淡水區沙崙里2鄰中正路二段42號,121.419597,25.182728
147,新北市淡水區中正路二段３８號十三樓,新北市淡水區沙崙里2鄰中正路二段38號,121.419684,25.182400
148,新北市淡水區中正路二段４６之１號十九樓,新北市淡水區沙崙里2鄰中正路二段46之1號,121.419565,25.182912
149,新北市淡水區中正路二段４６之１號二十樓,新北市淡水區沙崙里2鄰中正路二段46之1號,121.419565,25.182912
150,新北市淡水區新市五路三段３１８號三樓,新北市淡水區崁頂里7鄰新市五路三段318號,121.437605,25.197752
151,新北市淡水區中正路二段３６之１號二十二樓,新北市淡水區沙崙里2鄰中正路二段36之1號,121.419774,25.182205
152,新北市淡水區新市五路三段２６２號十一樓,新北市淡水區崁頂里7鄰新市五路三段262號,121.437246,25.197310
153,新北市淡水區新市五路三段１８２號十七樓,新北市淡水區崁頂里7鄰新市五路三段182號,121.436849,25.197665
154,新北市淡水區新市五路三段３１０號十三樓,新北市淡水區崁頂里7鄰新市五路三段310號,121.437374,25.197779
155,新北市淡水區中正路二段４６號六樓,新北市淡水區沙崙里2鄰中正路二段46號,121.419577,25.182848
156,新北市三重區集美街７３之１號二十四樓,新北市三重區福德里1鄰集美街73之1號,121.488534,25.053784
157,新北市淡水區中正路二段４８之１號二十七樓,新北市淡水區沙崙里2鄰中正路二段48之1號,121.419543,25.183026
158,新北市淡水區新市五路三段２９０號四樓,新北市淡水區崁頂里7鄰新市五路三段290號,121.437286,25.197154
159,新北市淡水區新市五路三段１７８號十一樓,新北市淡水區崁頂里7鄰新市五路三段178號,121.436712,25.197682
160,新北市淡水區新市五路三段２６０號四樓,新北市淡水區崁頂里7鄰新市五路三段260號,121.437578,25.197347
161,新北市淡水區新市五路三段２９０號八樓,新北市淡水區崁頂里7鄰新市五路三段290號,121.437286,25.197154
162,新北市淡水區新市五路三段１８０號９樓,新北市淡水區崁頂里7鄰新市五路三段180號,121.436779,25.197675
163,新北市淡水區新市五路三段２２２號二十五樓,新北市淡水區崁頂里7鄰新市五路三段222號,121.436668,25.197265
164,新北市淡水區新市五路三段２３８號十樓,新北市淡水區崁頂里7鄰新市五路三段238號,121.436713,25.197171
165,新北市淡水區新市五路三段２８６號七樓,新北市淡水區崁頂里7鄰新市五路三段286號,121.437535,25.197213
166,新北市淡水區新市五路三段２５０號９樓,新北市淡水區崁頂里7鄰新市五路三段250號,121.437264,25.197381
167,新北市淡水區新市五路三段２８２號十三樓,新北市淡水區崁頂里7鄰新市五路三段282號,121.437462,25.197227
168,新北市淡水區新市五路三段２８６號二十四樓,新北市淡水區崁頂里7鄰新市五路三段286號,121.437535,25.197213
169,新北市淡水區新市五路三段２９０號十六樓,新北市淡水區崁頂里7鄰新市五路三段290號,121.437286,25.197154
170,新北市淡水區新市五路三段１６２號二十三樓,新北市淡水區崁頂里7鄰新市五路三段162號,121.437034,25.197816
171,新北市淡水區新市五路三段２９６號二十五樓,新北市淡水區崁頂里7鄰新市五路三段296號,121.437449,25.197154
172,新北市淡水區新市五路三段２１０號四樓,新北市淡水區崁頂里7鄰新市五路三段210號,121.436693,25.197358
173,新北市淡水區新市五路三段２９０號十一樓,新北市淡水區崁頂里7鄰新市五路三段290號,121.437286,25.197154
174,新北市淡水區新市五路三段３２２號二十樓,新北市淡水區崁頂里7鄰新市五路三段322號,121.437353,25.197714
175,新北市淡水區新市五路三段１８０號二十六樓,新北市淡水區崁頂里7鄰新市五路三段180號,121.436779,25.197675
176,新北市淡水區新市五路三段２０８號四樓,新北市淡水區崁頂里7鄰新市五路三段208號,121.436623,25.197361
177,新北市淡水區新市五路三段３４６號二十三樓,新北市淡水區崁頂里7鄰新市五路三段346號,121.437659,25.197611
178,新北市淡水區新市五路三段２２８號二十樓,新北市淡水區崁頂里7鄰新市五路三段228號,121.436830,25.197247
179,新北市淡水區新市五路三段２９０號二十五樓,新北市淡水區崁頂里7鄰新市五路三段290號,121.437286,25.197154
180,新北市淡水區新市五路三段１８２號二十二樓,新北市淡水區崁頂里7鄰新市五路三段182號,121.436849,25.197665
181,新北市淡水區新市五路三段２９０號１５樓,新北市淡水區崁頂里7鄰新市五路三段290號,121.437286,25.197154
182,新北市淡水區新市五路三段２２６號十三樓,新北市淡水區崁頂里7鄰新市五路三段226號,121.436744,25.197250
183,新北市淡水區新市五路三段３３６號二十四樓,新北市淡水區崁頂里7鄰新市五路三段336號,121.437329,25.197631
184,新北市淡水區新市五路三段２９０號十七樓,新北市淡水區崁頂里7鄰新市五路三段290號,121.437286,25.197154
185,新北市淡水區新市五路三段１８８號十七樓,新北市淡水區崁頂里7鄰新市五路三段188號,121.436988,25.197655
186,新北市淡水區新市五路三段１５２號二十三樓,新北市淡水區崁頂里7鄰新市五路三段152號,121.436752,25.197852
187,新北市淡水區新市五路三段１９６號五樓,新北市淡水區崁頂里7鄰新市五路三段196號,121.436646,25.197441
188,新北市淡水區新市五路三段１５２號二十二樓,新北市淡水區崁頂里7鄰新市五路三段152號,121.436752,25.197852
189,新北市淡水區新市五路三段２９６號二十六樓,新北市淡水區崁頂里7鄰新市五路三段296號,121.437449,25.197154
190,新北市淡水區新市五路三段２０８號１５樓,新北市淡水區崁頂里7鄰新市五路三段208號,121.436623,25.197361
191,新北市淡水區新市五路三段１５６號十樓,新北市淡水區崁頂里7鄰新市五路三段156號,121.436811,25.197839
192,新北市淡水區新市五路三段２８０號七樓,新北市淡水區崁頂里7鄰新市五路三段280號,121.437388,25.197226
193,新北市淡水區新市五路三段１８６號十九樓,新北市淡水區崁頂里7鄰新市五路三段186號,121.436913,25.197659
194,新北市淡水區新市五路三段２４０號２１樓,新北市淡水區崁頂里7鄰新市五路三段240號,121.436808,25.197164
195,新北市淡水區新市五路三段３２２號十二樓,新北市淡水區崁頂里7鄰新市五路三段322號,121.437353,25.197714
196,新北市淡水區新市五路三段１８２號八樓,新北市淡水區崁頂里7鄰新市五路三段182號,121.436849,25.197665
197,新北市淡水區淡水區新市五路三段２９２號１２樓,找不到指定的門牌地址。,,
198,新北市淡水區新市五路三段３２２號六樓,新北市淡水區崁頂里7鄰新市五路三段322號,121.437353,25.197714
199,新北市淡水區淡水區新市五路三段２８６號２１樓,找不到指定的門牌地址。,,
200,新北市淡水區新市五路三段２３６號十五樓,新北市淡水區崁頂里7鄰新市五路三段236號,121.436639,25.197185
201,新北市淡水區新市五路三段１８８號二十七樓,新北市淡水區崁頂里7鄰新市五路三段188號,121.436988,25.197655
202,新北市淡水區新市五路三段２３８號十六樓,新北市淡水區崁頂里7鄰新市五路三段238號,121.436713,25.197171
203,新北市淡水區新市五路三段２９０號五樓,新北市淡水區崁頂里7鄰新市五路三段290號,121.437286,25.197154
204,新北市淡水區新市五路三段２３２號十四樓,新北市淡水區崁頂里7鄰新市五路三段232號,121.436575,25.197187
205,新北市淡水區新市五路三段１８８號二十三樓,新北市淡水區崁頂里7鄰新市五路三段188號,121.436988,25.197655
206,新北市淡水區新市五路三段３２８號二十五樓,新北市淡水區崁頂里7鄰新市五路三段328號,121.437507,25.197699
207,新北市淡水區新市五路三段１５８號五樓,新北市淡水區崁頂里7鄰新市五路三段158號,121.436873,25.197835
208,新北市淡水區新市五路三段２９８號二十六樓,新北市淡水區崁頂里7鄰新市五路三段298號,121.437527,25.197143
209,新北市淡水區新市五路三段３３８號十七樓,新北市淡水區崁頂里7鄰新市五路三段338號,121.437404,25.197631
210,新北市淡水區新市五路三段１８０號八樓,新北市淡水區崁頂里7鄰新市五路三段180號,121.436779,25.197675
211,新北市淡水區新市五路三段１７２號二十三樓,新北市淡水區崁頂里7鄰新市五路三段172號,121.436929,25.197749
212,新北市淡水區新市五路三段２６２號八樓,新北市淡水區崁頂里7鄰新市五路三段262號,121.437246,25.197310
213,新北市淡水區新市五路三段３２２號二十三樓,新北市淡水區崁頂里7鄰新市五路三段322號,121.437353,25.197714
214,新北市淡水區新市五路三段１９６號六樓,新北市淡水區崁頂里7鄰新市五路三段196號,121.436646,25.197441
